,sheet,row_id,code,pathogen,activity,item,item_value,timestamp
225,1-6,7,I76NS_231P1,Enterococcus faecium 419/ANA ,MBC,3,>128,2025-12-20_22:00:59
226,1-6,7,I76NS_231P1,Enterococcus faecium 419/ANA ,MICb,1,-,2025-12-20_22:00:59
227,1-6,7,I76NS_231P1,Enterococcus faecium 419/ANA ,MICb,2,-,2025-12-20_22:00:59
228,1-6,7,I76NS_231P1,Enterococcus faecium 419/ANA ,MICb,3,-,2025-12-20_22:00:59
229,1-6,7,I76NS_231P1,Enterococcus faecium 419/ANA ,gentamicin,1,-,2025-12-20_22:00:59
230,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MIC,1,>128,2025-12-20_22:00:59
231,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MIC,2,>128,2025-12-20_22:00:59
232,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MIC,3,>128,2025-12-20_22:00:59
233,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MBC,1,>128,2025-12-20_22:00:59
234,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MBC,2,>128,2025-12-20_22:00:59
235,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MBC,3,>128,2025-12-20_22:00:59
236,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
237,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
238,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
239,1-6,8,I76NS_231P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
240,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MIC,1,>128,2025-12-20_22:00:59
241,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MIC,2,>128,2025-12-20_22:00:59
242,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MIC,3,>128,2025-12-20_22:00:59
243,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MBC,1,>128,2025-12-20_22:00:59
244,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MBC,2,>128,2025-12-20_22:00:59
245,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MBC,3,>128,2025-12-20_22:00:59
246,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
247,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
248,1-6,9,I76NS_231P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
249,1-6,9,I76NS_231P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
250,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MIC,1,>128,2025-12-20_22:00:59
251,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MIC,2,>128,2025-12-20_22:00:59
252,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MIC,3,>128,2025-12-20_22:00:59
253,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MBC,1,>128,2025-12-20_22:00:59
254,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MBC,2,>128,2025-12-20_22:00:59
255,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MBC,3,>128,2025-12-20_22:00:59
256,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
257,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
258,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
259,1-6,10,I76NS_231P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
260,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MIC,1,>128,2025-12-20_22:00:59
261,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MIC,2,>128,2025-12-20_22:00:59
262,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MIC,3,>128,2025-12-20_22:00:59
263,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MBC,1,>128,2025-12-20_22:00:59
264,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MBC,2,>128,2025-12-20_22:00:59
265,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MBC,3,>128,2025-12-20_22:00:59
266,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
267,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
268,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
269,1-6,11,I76NS_231P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
270,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,>128,2025-12-20_22:00:59
271,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,>128,2025-12-20_22:00:59
272,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,>128,2025-12-20_22:00:59
273,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,>128,2025-12-20_22:00:59
274,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,>128,2025-12-20_22:00:59
275,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,>128,2025-12-20_22:00:59
276,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
277,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
278,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
279,1-6,12,I76NS_231P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
280,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,>128,2025-12-20_22:00:59
281,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,>128,2025-12-20_22:00:59
282,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,>128,2025-12-20_22:00:59
283,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,>128,2025-12-20_22:00:59
284,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,>128,2025-12-20_22:00:59
285,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,>128,2025-12-20_22:00:59
286,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
287,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
288,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
289,1-6,13,I76NS_231P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
290,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,>128,2025-12-20_22:00:59
291,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,>128,2025-12-20_22:00:59
292,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,>128,2025-12-20_22:00:59
293,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,>128,2025-12-20_22:00:59
294,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,>128,2025-12-20_22:00:59
295,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,>128,2025-12-20_22:00:59
296,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
297,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,2,-,2025-12-20_22:00:59
298,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,3,-,2025-12-20_22:00:59
299,1-6,14,I76NS_231P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),gentamicin,1,-,2025-12-20_22:00:59
300,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,1,>128,2025-12-20_22:00:59
301,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,2,>128,2025-12-20_22:00:59
302,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,3,>128,2025-12-20_22:00:59
303,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,1,>128,2025-12-20_22:00:59
304,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,2,>128,2025-12-20_22:00:59
305,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,3,>128,2025-12-20_22:00:59
306,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,1,-,2025-12-20_22:00:59
307,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,2,-,2025-12-20_22:00:59
308,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,3,-,2025-12-20_22:00:59
309,1-6,15,I76NS_231P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),gentamicin,1,-,2025-12-20_22:00:59
310,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MIC,1,>128,2025-12-20_22:00:59
311,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MIC,2,>128,2025-12-20_22:00:59
312,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MIC,3,>128,2025-12-20_22:00:59
313,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MBC,1,>128,2025-12-20_22:00:59
314,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MBC,2,>128,2025-12-20_22:00:59
315,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MBC,3,>128,2025-12-20_22:00:59
316,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MICb,1,-,2025-12-20_22:00:59
317,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MICb,2,-,2025-12-20_22:00:59
318,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,MICb,3,-,2025-12-20_22:00:59
319,1-6,16,I76NS_231P1,Candida albicans ATCC 90028 = CCM 8161,gentamicin,1,-,2025-12-20_22:00:59
320,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,1,>128,2025-12-20_22:00:59
321,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,2,>128,2025-12-20_22:00:59
322,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,3,>128,2025-12-20_22:00:59
323,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,1,>128,2025-12-20_22:00:59
324,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,2,>128,2025-12-20_22:00:59
325,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,3,>128,2025-12-20_22:00:59
326,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,1,>128,2025-12-20_22:00:59
327,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,2,>128,2025-12-20_22:00:59
328,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,3,>128,2025-12-20_22:00:59
329,1-6,1,I76NS_233P1,Staphylococcus aureus ATCC 29213 = CCM 4223,gentamicin,1,0.5,2025-12-20_22:00:59
330,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,1,>128,2025-12-20_22:00:59
331,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,2,>128,2025-12-20_22:00:59
332,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,3,>128,2025-12-20_22:00:59
333,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,1,>128,2025-12-20_22:00:59
334,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,2,>128,2025-12-20_22:00:59
335,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,3,>128,2025-12-20_22:00:59
336,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,1,>128,2025-12-20_22:00:59
337,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,2,>128,2025-12-20_22:00:59
338,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,3,>128,2025-12-20_22:00:59
339,1-6,2,I76NS_233P1,Enterococcus faecalis ATCC 29212 = CCM 4224,gentamicin,1,1,2025-12-20_22:00:59
340,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,1,>128,2025-12-20_22:00:59
341,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,2,>128,2025-12-20_22:00:59
342,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,3,>128,2025-12-20_22:00:59
343,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,1,>128,2025-12-20_22:00:59
344,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,2,>128,2025-12-20_22:00:59
345,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,3,>128,2025-12-20_22:00:59
346,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,1,>128,2025-12-20_22:00:59
347,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,2,>128,2025-12-20_22:00:59
348,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,3,>128,2025-12-20_22:00:59
349,1-6,3,I76NS_233P1,Escherichia coli ATCC 25922 = CCM 3954,gentamicin,1,-,2025-12-20_22:00:59
350,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,1,>128,2025-12-20_22:00:59
351,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,2,>128,2025-12-20_22:00:59
352,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,3,>128,2025-12-20_22:00:59
353,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,1,>128,2025-12-20_22:00:59
354,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,2,>128,2025-12-20_22:00:59
355,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,3,>128,2025-12-20_22:00:59
356,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,1,>128,2025-12-20_22:00:59
357,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,2,>128,2025-12-20_22:00:59
358,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,3,>128,2025-12-20_22:00:59
359,1-6,4,I76NS_233P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,gentamicin,1,-,2025-12-20_22:00:59
360,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MIC,1,>128,2025-12-20_22:00:59
361,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MIC,2,>128,2025-12-20_22:00:59
362,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MIC,3,>128,2025-12-20_22:00:59
363,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MBC,1,>128,2025-12-20_22:00:59
364,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MBC,2,>128,2025-12-20_22:00:59
365,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MBC,3,>128,2025-12-20_22:00:59
366,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MICb,1,-,2025-12-20_22:00:59
367,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MICb,2,-,2025-12-20_22:00:59
368,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,MICb,3,-,2025-12-20_22:00:59
369,1-6,5,I76NS_233P1,Staphylococcus epidermidis CCM 7221,gentamicin,1,-,2025-12-20_22:00:59
370,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MIC,1,>128,2025-12-20_22:00:59
371,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MIC,2,>128,2025-12-20_22:00:59
372,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MIC,3,>128,2025-12-20_22:00:59
373,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MBC,1,>128,2025-12-20_22:00:59
374,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MBC,2,>128,2025-12-20_22:00:59
375,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MBC,3,>128,2025-12-20_22:00:59
376,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MICb,1,-,2025-12-20_22:00:59
377,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MICb,2,-,2025-12-20_22:00:59
378,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,MICb,3,-,2025-12-20_22:00:59
379,1-6,6,I76NS_233P1,Staphylococcus aureus 4591,gentamicin,1,-,2025-12-20_22:00:59
380,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MIC,1,>128,2025-12-20_22:00:59
381,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MIC,2,>128,2025-12-20_22:00:59
382,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MIC,3,>128,2025-12-20_22:00:59
383,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MBC,1,>128,2025-12-20_22:00:59
384,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MBC,2,>128,2025-12-20_22:00:59
385,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MBC,3,>128,2025-12-20_22:00:59
386,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MICb,1,-,2025-12-20_22:00:59
387,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MICb,2,-,2025-12-20_22:00:59
388,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,MICb,3,-,2025-12-20_22:00:59
389,1-6,7,I76NS_233P1,Enterococcus faecium 419/ANA ,gentamicin,1,-,2025-12-20_22:00:59
390,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MIC,1,>128,2025-12-20_22:00:59
391,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MIC,2,>128,2025-12-20_22:00:59
392,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MIC,3,>128,2025-12-20_22:00:59
393,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MBC,1,>128,2025-12-20_22:00:59
394,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MBC,2,>128,2025-12-20_22:00:59
395,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MBC,3,>128,2025-12-20_22:00:59
396,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
397,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
398,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
399,1-6,8,I76NS_233P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
400,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MIC,1,>128,2025-12-20_22:00:59
401,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MIC,2,>128,2025-12-20_22:00:59
402,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MIC,3,>128,2025-12-20_22:00:59
403,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MBC,1,>128,2025-12-20_22:00:59
404,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MBC,2,>128,2025-12-20_22:00:59
405,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MBC,3,>128,2025-12-20_22:00:59
406,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
407,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
408,1-6,9,I76NS_233P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
409,1-6,9,I76NS_233P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
410,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MIC,1,>128,2025-12-20_22:00:59
411,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MIC,2,>128,2025-12-20_22:00:59
412,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MIC,3,>128,2025-12-20_22:00:59
413,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MBC,1,>128,2025-12-20_22:00:59
414,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MBC,2,>128,2025-12-20_22:00:59
415,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MBC,3,>128,2025-12-20_22:00:59
416,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
417,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
418,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
419,1-6,10,I76NS_233P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
420,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MIC,1,>128,2025-12-20_22:00:59
421,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MIC,2,>128,2025-12-20_22:00:59
422,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MIC,3,>128,2025-12-20_22:00:59
423,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MBC,1,>128,2025-12-20_22:00:59
424,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MBC,2,>128,2025-12-20_22:00:59
425,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MBC,3,>128,2025-12-20_22:00:59
426,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
427,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
428,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
429,1-6,11,I76NS_233P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
430,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,>128,2025-12-20_22:00:59
431,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,>128,2025-12-20_22:00:59
432,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,>128,2025-12-20_22:00:59
433,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,>128,2025-12-20_22:00:59
434,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,>128,2025-12-20_22:00:59
435,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,>128,2025-12-20_22:00:59
436,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
437,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
438,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
439,1-6,12,I76NS_233P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
440,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,>128,2025-12-20_22:00:59
441,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,>128,2025-12-20_22:00:59
442,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,>128,2025-12-20_22:00:59
443,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,>128,2025-12-20_22:00:59
444,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,>128,2025-12-20_22:00:59
445,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,>128,2025-12-20_22:00:59
446,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
447,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
448,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
449,1-6,13,I76NS_233P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
450,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,>128,2025-12-20_22:00:59
451,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,>128,2025-12-20_22:00:59
452,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,>128,2025-12-20_22:00:59
453,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,>128,2025-12-20_22:00:59
454,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,>128,2025-12-20_22:00:59
455,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,>128,2025-12-20_22:00:59
456,1-6,14,I76NS_233P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
